Key,Comment,Japanese,English,Traditional Chinese,Simplified Chinese,Japanese_Steam,Traditional Chinese_Steam,Simplified Chinese_Steam,English_Steam,Korean_Steam
,Akiho core 1-3,,,,,,,,,
Akiho.Core1-29,,(なんで…っ！、入ろうとしてくるの…っ♥！？),(Why...! Why are you trying to get in...?),(為什麼…！要進來了嗎…♥！？),(为什么…！要进来了吗…♥！？),(なんで…っ！、入ろうとしてくるの…っ♥！？),（為什麼……！它想進來……！♥！）,（为什么……！它想进来……！♥！）,(Why... Why is it trying to go inside♥),"(왜…윽!, 들어오려고 하는 거야…윽♥!?)"
,,,,,,,,,,
Akiho.Core1-30,,(やっぱりっ…！、このスライムっ…意思を持って動いてる…っ！？),(I knew it...! This slime... it's moving with a will...!),(果然…！這個史萊姆…有意識地移動著…！？),(果然…！这个史莱姆…有意识地移动著…！？),(やっぱりっ…！、このスライムっ…意思を持って動いてる…っ！？),（果然！……這史萊姆！有意識地在動！？）,（果然！……这史莱姆！有意识地在动！？）,(This slime... It has a mind of its own?!),"(역시…!, 이 슬라임… 의지를 가지고 움직이고 있어…!?)"
,,,,,,,,,,
Akiho.Core1-31,,「んあっ♥、待ってっ！お尻の穴にっ！もう入ってこないでっ！」,"「Oh, wait! In the butt hole! Don't come in there again!」",「嗯啊♥、等等！不要再進來屁股的洞裡啦！」,「嗯啊♥、等等！不要再进来屁股的洞里啦！」,「んあっ♥、待ってっ！お尻の穴にっ！もう入ってこないでっ！」,「嗯啊！♥，住手！不要再鑽進我的屁眼了！」,「嗯啊！♥，住手！不要再钻进我的屁眼了！」,"""Haaaannnnn♥ Wait, that's my butt! Don't go in there!""","「응앗♥, 기다려! 엉덩이 구멍에! 이제 들어오지 마!」"
,Akiho core 1-5,,,,,,,,,
Akiho.Core1-32,,そうこうしているうちに、明穂の胸の高さまでスライムの水面が上昇してくる,"In the meantime, the surface of the slime rises to the level of Akiho's chest.",在這個過程中，史萊姆的水面漸漸上升到明穗的胸部高度。,在这个过程中，史莱姆的水面渐渐上升到明穗的胸部高度。,そうこうしているうちに、明穂の胸の高さまでスライムの水面が上昇してくる,就在這時，史萊姆的水位已經上升到明穗的胸部高度。,就在这时，史莱姆的水位已经上升到明穗的胸部高度。,"While she was struggling, the slime had reached her chest.","그러는 동안, 아키호의 가슴 높이까지 슬라임 수면이 상승해 온다"
,,,,,,,,,,
Akiho.Core1-33,,「っ、やばっ…♥！、このままじゃっ♥スライムに溺れて死んじゃうっ！」,"「Oh, no...! If I don't do this, I'll drown in slime and die!」",「啊、糟糕了…♥！這樣下去♥會被史萊姆淹死的！」,「啊、糟糕了…♥！这样下去♥会被史莱姆淹死的！」,「っ、やばっ…♥！、このままじゃっ♥スライムに溺れて死んじゃうっ！」,「！糟了……♥！這樣下去♥，我會被史萊姆淹死！」,「！糟了……♥！这样下去♥，我会被史莱姆淹死！」,"""This is bad... I'm going to drown in the slime!""","「윽, 위험해…♥!, 이대로는♥ 슬라임에 빠져 죽어버려!」"
,,,,,,,,,,
Akiho.Core1-34,,「はあっ、何とかしないとっ！…でもっ♥！ん゛っ♥」,"「I've got to do something! ...but...but...but...but..! ""Aaah!」",「呼…必須想辦法才行！…但是♥！嗯嗯♥」,「呼…必须想办法才行！…但是♥！嗯嗯♥」,「はあっ、何とかしないとっ！…でもっ♥！ん゛っ♥」,「哈啊，必須想點辦法！……可是！♥，嗯！♥」,「哈啊，必须想点办法！……可是！♥，嗯！♥」,"""Haaaa... I need to do something about this... But♥ Nnnnn♥""","「하앗, 어떻게든 해야 해!… 하지만♥! 응옷 윽♥」"
,,,,,,,,,,
Akiho.Core1-35,,「体中スライムにもみくちゃにされてっ…それにお尻の中までっ♥！」,「Slime is all over my body...and inside my ass!」,「全身都被史萊姆揉成一團了…連屁股裡也♥！」,「全身都被史莱姆揉成一团了…连屁股里也♥！」,「体中スライムにもみくちゃにされてっ…それにお尻の中までっ♥！」,「全身都被史萊姆揉來揉去……而且連屁眼裡面都是！♥」,「全身都被史莱姆揉来揉去……而且连屁眼里面都是！♥」,"""The slime is... filling me up... And in my butt...♥""",「온몸이 슬라임에 휘저어져서… 게다가 엉덩이 안까지♥!」
,Akiho core 1-6,,,,,,,,,
Akiho.Core1-36,,その瞬間、スライムの一部が盛り上がり、触手のようになって明穂の口に侵入する,"At that moment, a piece of slime rises up and becomes a tentacle, invading Akiho's mouth.",就在那一瞬間，史萊姆的一部分凸起，變成觸手狀侵入明穗的口中。,就在那一瞬间，史莱姆的一部分凸起，变成触手状侵入明穗的口中。,その瞬間、スライムの一部が盛り上がり、触手のようになって明穂の口に侵入する,就在那一瞬間，部分史萊姆隆起，像觸手一樣侵入了明穗的口中。,就在那一瞬间，部分史莱姆隆起，像触手一样侵入了明穗的口中。,"Suddenly, a portion of the slime got excited and entered Akiho's mouth like a tentacle.","그 순간, 슬라임 일부가 부풀어 올라, 촉수처럼 되어 아키호의 입으로 침입한다"
,,,,,,,,,,
Akiho.Core1-37,,「ガポッ！？、ゴポポッッ♥！」,「Gopopo! Gopopopo♥!」,「咕嚕！？ 咕咕嚕嚕♥！」,「咕噜！？ 咕咕噜噜♥！」,「ガポッ！？、ゴポポッッ♥！」,「喀噗！？咕噗噗♥♥！」,「喀噗！？咕噗噗♥♥！」,"""Aghghhhh! Gfaaaaaa!""","「가폿!?, 고포폿♥!」"
,,,,,,,,,,
Akiho.Core1-38,,(んあっ♥！、このスライムっ♥、私の口の中にっ♥),"(Oh, my God! This slime is in my mouth!)",(嗯啊♥！這史萊姆♥，進入了我的口中♥),(嗯啊♥！这史莱姆♥，进入了我的口中♥),(んあっ♥！、このスライムっ♥、私の口の中にっ♥),（嗯啊！♥，這史萊姆♥，進到我嘴裡了♥！）,（嗯啊！♥，这史莱姆♥，进到我嘴里了♥！）,(Hnnnnn♥ The slime♥ It's in my mouth♥),"(응앗♥!, 이 슬라임♥, 내 입안에♥)"
,,,,,,,,,,
Akiho.Core1-39,,ギュルルルッ、ギュルルルルッ！,,咕嚕嚕嚕！，咕嚕嚕嚕嚕！,咕噜噜噜！，咕噜噜噜噜！,ギュルルルッ、ギュルルルルッ！,咕嚕嚕嚕！咕嚕嚕嚕嚕嚕！,咕噜噜噜！咕噜噜噜噜噜！,"Grrrrr, grrrrr","규르르르릇, 규르르르르릇!"
,,,,,,,,,,
Akiho.Core1-40,,明穂の口の中に入ったスライムは勢いを止めることなく明穂の体の奥へ向かって侵入する,The slime that enters Akiho's mouth invades toward the back of her body without stopping its momentum.,史萊姆進入了明穗口中，毫不停歇地向著明穗身體深處滲透。,史莱姆进入了明穗口中，毫不停歇地向著明穗身体深处渗透。,明穂の口の中に入ったスライムは勢いを止めることなく明穂の体の奥へ向かって侵入する,進入明穗口中的史萊姆勢頭不減，朝著明穗的身體深處侵入。,进入明穗口中的史莱姆势头不减，朝着明穗的身体深处侵入。,The slime inside Akiho's mouth did not hesitate and went further into her body.,아키호의 입안에 들어간 슬라임은 기세를 멈추지 않고 아키호 몸속 깊숙이 침입한다
,,,,,,,,,,
Akiho.Core1-41,,「ゴペッ♥、ゴポッ！ゴポッ！」,"「Gopek ♥, gopopo! Gobopo!」",「咕嚕♥、咕咕！咕咕！」,「咕噜♥、咕咕！咕咕！」,「ゴペッ♥、ゴポッ！ゴポッ！」,「咕呸♥，咕噗！咕噗！」,「咕呸♥，咕噗！咕噗！」,"""Ugh! Gaaa... Guhhh...""","「고펫♥, 고폿! 고폿!」"
,Akiho core1-7,,,,,,,,,
Akiho.Core1-42,,(だめっ♥、こんなのっ♥、とまらないっっ♥！),"(No, I can't do this, I can't stop, I can't stop!)",(不行♥，這樣的♥，停不下來♥！),(不行♥，这样的♥，停不下来♥！),(だめっ♥、こんなのっ♥、とまらないっっ♥！),（不行！♥，這樣♥，停不下來！）,（不行！♥，这样♥，停不下来！）,(No♥ I...♥ It won't stop♥),"(안돼♥, 이런 건♥, 멈추지 않아♥♥!)"
,,,,,,,,,,
Akiho.Core1-43,,(お尻からも入ってるのにッ♥、口からもそんなに入ったらっ♥),"(I'm getting it in my ass, and if I get that much in my mouth, I'm going to be in trouble.)",(從屁股進入了♥，再從口中進入這麼多♥),(从屁股进入了♥，再从口中进入这么多♥),(お尻からも入ってるのにッ♥、口からもそんなに入ったらっ♥),（屁眼裡已經進去了，嘴巴裡再進這麼多的話♥！）,（屁眼里已经进去了，嘴巴里再进这么多的话♥！）,(It's in my butt and in my mouth...♥),"(엉덩이에서도 들어오는데♥, 입에서도 그렇게 들어오면♥)"
,,,,,,,,,,
Akiho.Core1-44,,(お腹がっ♥、壊れ―――――),"(Hungry ♥, broken ―――――)",(肚子♥，壞掉了―――――),(肚子♥，坏掉了―――――),(お腹がっ♥、壊れ―――――),（肚子會♥，壞掉—————）,（肚子会♥，坏掉—————）,(My stomach is going to explode...),"(배가♥, 부서져―――――)"
,,,,,,,,,,
Akiho.Core1-45,,ギュルルルルッ、グルルルッ！,,咕嚕嚕嚕嚕嚕！咕嚕嚕嚕！,咕噜噜噜噜噜！咕噜噜噜！,ギュルルルルッ、グルルルッ！,咕嚕嚕嚕嚕！咕嚕嚕嚕！,咕噜噜噜噜！咕噜噜噜！,Grrrrrr... Grrrrrr!,"규르르르르릇, 그르르릇!"
,,,,,,,,,,
Akiho.Core1-46,,「ん゛んんっ～～～～～っっ♥♥♥！？！！？」,「♥♥♥♥♥♥?!!!!」,「嗯咕嚕～～～～～嚕嚕♥♥♥！？！！？」,「嗯咕噜～～～～～噜噜♥♥♥！？！！？」,「ん゛んんっ～～～～～っっ♥♥♥！？！！？」,「嗯嗯嗯～～～～～♥♥♥！？！！？」,「嗯嗯嗯～～～～～♥♥♥！？！！？」,"""Hnnnnngggg♥♥♥?!""",「으음옷 으음옷 ~~~읏♥♥♥!?!!?」
,,,,,,,,,,
Akiho.Core1-47,,明穂の腸内で上下の穴から侵入したスライムが合体する,Slime entering through the upper and lower holes in Akiho's intestines merges with each other.,在明穗的腸道內，從上下的洞穴侵入的史萊姆合體了。,在明穗的肠道内，从上下的洞穴侵入的史莱姆合体了。,明穂の腸内で上下の穴から侵入したスライムが合体する,從上下兩個開口侵入的史萊姆在明穗的腸道內合體。,从上下两个开口侵入的史莱姆在明穗的肠道内合体。,The slimes from above and below combined in her intestines.,아키호의 장내에서 위아래 구멍으로 침입한 슬라임이 합체한다
,,,,,,,,,,
Akiho.Core1-48,,「ゲボッ♥、ゴボッ♥、ゴポッ！」,"「Gobble, gobble, gobble!」",「嘔嚕♥、咕嚕♥、咕噗！」,「呕噜♥、咕噜♥、咕噗！」,「ゲボッ♥、ゴボッ♥、ゴポッ！」,「嗝嘔♥，咕啵♥，咕噗！」,「嗝呕♥，咕啵♥，咕噗！」,"""Ugh! Gaaa... Guhhh...""","「게봇♥, 고봇♥, 고폿!」"
,,,,,,,,,,
Akiho.Core1-49,,(体の中っ♥、全部スライムで満たされてるっ♥),"(Inside my body, it's all filled with slime!)",(身體裡♥，全部都被史萊姆填滿了♥),(身体里♥，全部都被史莱姆填满了♥),(体の中っ♥、全部スライムで満たされてるっ♥),（身體裡面♥，全被史萊姆填滿了♥！）,（身体里面♥，全被史莱姆填满了♥！）,(My body... is filled with slime♥),"(몸속♥, 전부 슬라임으로 채워져 있어♥)"
,,,,,,,,,,
Akiho.Core1-50,,(体の中でグネグネ動いてっ♥、お゛っ♥、お゛おっ♥！？),"(It's squirming around in my body ♥, ooh, ooh, ooh, ooh!)",(身體裡扭來扭去地動著♥、喔♥、喔喔♥！？),(身体里扭来扭去地动著♥、喔♥、喔喔♥！？),(体の中でグネグネ動いてっ♥、お゛っ♥、お゛おっ♥！？),（它在身體裡扭來扭去♥，嗚！♥，嗚喔！♥！？）,（它在身体里扭来扭去♥，呜！♥，呜喔！♥！？）,(They're twisting and turning within me... Ohhh♥ Ohhhhhh♥),"(몸속에서 꿈틀꿈틀 움직여서♥, 오옷♥, 오오옷♥!?)"
,Akiho core1-8,,,,,,,,,
Akiho.Core1-51,,そして、いつの間にか容器の中はスライムでいっぱいになり、明穂は完全に飲み込まれる,"And before you know it, the container is full of slime and Akiho is completely engulfed!",然後，不知不覺容器裡充滿了史萊姆，明穗完全被吞噬。,然后，不知不觉容器里充满了史莱姆，明穗完全被吞噬。,そして、いつの間にか容器の中はスライムでいっぱいになり、明穂は完全に飲み込まれる,很快，容器內已經被史萊姆填滿，明穗被完全淹沒。,很快，容器内已经被史莱姆填满，明穗被完全淹没。,"At some point, the slime filled the container and Akiho was fully devoured by it.","그리고, 어느새 용기 안은 슬라임으로 가득 차, 아키호는 완전히 삼켜진다"
